time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),precipitation_sum (mm),snowfall_sum (cm),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
2004-04-28,13.3,4.5,9.5,-0.4,1.50,0.00,22.6,303,26.49,3.76
2004-04-29,22.3,7.5,21.6,4.4,0.30,0.00,16.9,208,25.31,4.52
2004-04-30,22.4,10.3,22.6,8.5,0.00,0.00,16.1,199,24.04,4.22
2004-05-01,23.0,11.5,24.7,10.3,0.00,0.00,15.8,189,23.35,4.14
2004-05-02,20.9,14.6,20.8,13.9,0.90,0.00,21.5,171,11.22,1.94
2004-05-03,18.0,8.2,18.7,3.9,13.40,0.00,21.7,325,3.13,0.86
2004-05-04,15.1,5.7,11.5,1.0,0.80,0.00,23.7,304,28.68,4.18
2004-05-05,17.8,6.0,16.5,2.9,1.30,0.00,16.8,214,22.23,3.45
2004-05-06,19.4,7.7,18.7,4.9,0.00,0.00,15.5,284,27.36,4.31
2004-05-07,27.1,12.4,28.4,10.3,0.60,0.00,19.5,278,22.97,5.00
2004-05-08,14.5,8.6,11.7,5.3,0.40,0.00,18.9,93,26.09,4.44
2004-05-09,21.8,8.6,23.2,5.5,4.90,0.00,11.7,183,17.16,2.96
2004-05-10,20.6,11.4,21.2,11.2,2.30,0.00,11.8,136,18.89,2.90
2004-05-11,28.3,13.5,32.0,13.6,8.20,0.00,9.8,243,24.09,4.53
2004-05-12,29.2,17.0,33.0,18.7,0.50,0.00,10.0,256,24.26,4.71
2004-05-13,27.4,13.9,31.8,12.7,0.60,0.00,17.3,128,22.96,4.36
2004-05-14,20.4,13.0,21.4,12.0,0.00,0.00,13.7,110,15.38,2.59
2004-05-15,29.3,17.2,31.6,18.1,0.00,0.00,12.3,223,26.06,5.38
2004-05-16,24.7,16.5,26.0,16.9,0.40,0.00,9.9,315,20.44,3.86
2004-05-17,20.0,14.2,21.4,13.9,0.00,0.00,14.7,93,19.45,3.12
2004-05-18,27.2,15.3,29.1,15.3,1.10,0.00,19.1,212,21.39,4.33
2004-05-19,20.8,14.6,22.6,15.3,4.60,0.00,13.5,317,7.03,1.46
2004-05-20,20.2,12.1,20.2,12.1,0.00,0.00,15.1,136,26.34,4.43
2004-05-21,26.1,14.6,28.8,13.6,0.10,0.00,11.7,202,16.50,3.30
2004-05-22,28.2,18.0,31.0,19.4,0.90,0.00,13.4,172,17.64,3.60
2004-05-23,30.8,17.1,34.6,17.8,0.60,0.00,13.7,167,23.32,4.79
2004-05-24,30.3,18.1,33.2,19.8,5.40,0.00,11.9,155,21.27,4.32
2004-05-25,24.7,15.1,25.6,13.7,0.00,0.00,19.2,101,23.65,4.31
2004-05-26,17.3,13.3,17.5,11.2,3.30,0.00,19.3,120,7.30,1.51
2004-05-27,22.4,13.8,24.6,13.7,6.20,0.00,13.4,128,17.17,3.18
2004-05-28,22.7,15.4,24.6,15.2,6.40,0.00,15.6,239,9.68,2.09
2004-05-29,18.3,11.9,15.3,9.0,0.00,0.00,22.5,318,30.55,5.46
2004-05-30,21.5,8.7,20.5,6.3,0.00,0.00,13.7,273,30.43,5.24
2004-05-31,18.0,12.3,17.0,12.0,6.50,0.00,16.6,78,9.73,1.68
2004-06-01,20.7,13.4,20.8,12.8,5.40,0.00,14.0,141,15.18,2.65
2004-06-02,25.3,13.6,26.2,12.9,1.30,0.00,16.5,244,25.76,4.76
2004-06-03,23.6,14.7,22.1,14.4,0.00,0.00,17.3,306,25.43,4.88
2004-06-04,21.1,13.3,22.3,12.2,0.00,0.00,13.9,61,28.39,5.19
2004-06-05,16.8,14.1,14.5,12.4,5.80,0.00,18.4,71,10.00,2.22
2004-06-06,15.9,13.6,15.9,11.5,0.20,0.00,17.0,41,5.30,1.46
2004-06-07,25.8,13.7,27.2,13.8,0.00,0.00,11.4,252,25.88,4.76
2004-06-08,29.0,16.5,31.0,16.8,0.00,0.00,13.3,240,28.50,5.92
2004-06-09,32.2,18.9,34.6,19.4,0.00,0.00,15.6,250,26.34,6.20
2004-06-10,26.9,18.2,28.9,19.3,9.60,0.00,12.9,343,14.43,3.07
2004-06-11,19.9,15.1,18.7,14.6,0.40,0.00,10.5,13,14.86,3.10
2004-06-12,23.2,12.1,23.3,10.6,0.00,0.00,14.2,13,30.73,5.57
2004-06-13,22.8,13.6,21.9,12.6,0.00,0.00,19.7,184,28.40,5.55
2004-06-14,25.8,17.6,27.5,16.3,2.00,0.00,17.3,207,13.53,3.24
2004-06-15,30.0,20.9,33.9,21.9,2.10,0.00,15.8,242,21.10,4.56
2004-06-16,28.5,20.7,30.9,23.4,1.70,0.00,12.2,124,23.62,4.89
2004-06-17,29.8,21.4,33.4,25.4,4.90,0.00,10.5,207,16.12,3.40
2004-06-18,29.9,21.5,33.2,25.0,1.50,0.00,11.8,282,21.12,4.38
2004-06-19,27.7,18.4,27.2,14.5,0.00,0.00,22.8,318,22.69,5.51
2004-06-20,24.0,14.2,21.5,11.8,0.00,0.00,21.3,318,28.59,5.93
2004-06-21,26.0,12.9,24.7,12.2,0.00,0.00,18.5,234,26.41,5.66
2004-06-22,26.0,18.1,28.8,17.8,2.10,0.00,15.7,216,10.78,2.62
2004-06-23,28.3,19.4,28.7,20.0,0.00,0.00,13.8,301,26.63,5.62
2004-06-24,27.3,19.0,28.5,20.3,0.00,0.00,18.5,159,25.21,5.26
2004-06-25,27.2,18.3,30.4,19.4,12.70,0.00,12.1,175,16.44,3.35
2004-06-26,25.8,19.0,29.2,17.1,1.80,0.00,19.6,296,19.25,4.14
2004-06-27,24.9,14.0,23.1,13.3,0.00,0.00,20.5,281,23.54,5.46
2004-06-28,26.3,14.9,25.6,14.7,0.00,0.00,13.7,279,19.92,4.20
2004-06-29,25.0,17.0,24.3,17.1,3.80,0.00,13.0,295,23.23,4.63
2004-06-30,27.6,15.9,26.6,15.0,0.00,0.00,13.7,251,23.48,5.25
2004-07-01,27.5,17.1,28.7,18.1,0.30,0.00,15.1,197,24.34,5.08
2004-07-02,30.3,19.3,32.7,21.9,0.10,0.00,11.3,264,25.55,5.38
2004-07-03,28.0,18.0,30.2,17.8,0.00,0.00,13.0,12,29.62,6.12
2004-07-04,28.0,17.7,28.6,18.5,0.00,0.00,18.1,169,26.36,5.74
2004-07-05,30.3,20.8,33.9,22.1,5.80,0.00,14.4,188,16.15,3.67
2004-07-06,27.0,20.1,26.6,18.8,0.00,0.00,20.2,326,16.64,4.30
2004-07-07,28.5,17.1,31.3,18.2,0.00,0.00,17.7,144,27.19,5.66
2004-07-08,30.4,21.3,31.3,23.7,1.00,0.00,17.6,236,22.07,5.43
2004-07-09,27.3,18.9,25.6,19.8,0.00,0.00,18.9,299,21.83,5.62
2004-07-10,29.6,16.9,28.9,17.0,0.00,0.00,13.0,308,22.11,5.11
2004-07-11,28.8,18.0,30.4,18.9,0.00,0.00,13.8,113,22.66,5.09
2004-07-12,23.5,19.5,24.9,20.0,60.90,0.00,18.9,119,6.11,1.61
2004-07-13,21.0,17.4,19.9,15.9,48.00,0.00,26.1,32,5.95,1.49
2004-07-14,23.3,17.7,25.5,19.4,0.80,0.00,12.6,99,11.47,2.33
2004-07-15,25.5,19.4,25.5,20.5,0.80,0.00,21.1,244,22.43,4.49
2004-07-16,25.1,17.9,25.9,17.8,0.00,0.00,17.7,247,20.17,4.28
2004-07-17,28.2,17.7,30.0,19.2,0.00,0.00,12.3,243,24.26,5.01
2004-07-18,24.0,18.5,26.6,20.8,11.90,0.00,13.2,80,7.79,1.66
2004-07-19,26.1,19.9,29.0,21.9,0.80,0.00,11.5,328,16.92,3.29
2004-07-20,28.1,18.5,31.2,20.5,0.00,0.00,9.3,264,25.27,5.06
2004-07-21,28.8,18.5,32.5,19.9,0.00,0.00,9.6,282,24.69,5.05
2004-07-22,28.6,21.0,31.4,23.5,0.10,0.00,13.8,169,23.85,4.97
2004-07-23,26.7,21.9,29.6,24.8,17.80,0.00,15.8,179,9.68,2.06
2004-07-24,22.8,19.9,25.6,20.7,6.90,0.00,14.1,10,7.55,1.80
2004-07-25,21.9,18.3,23.4,18.5,1.10,0.00,14.3,56,10.77,2.34
2004-07-26,24.7,17.7,27.1,18.7,0.00,0.00,9.8,83,23.01,4.39
2004-07-27,23.6,19.0,25.9,20.5,20.70,0.00,16.9,101,5.37,1.29
2004-07-28,24.1,19.3,28.0,21.6,13.60,0.00,9.2,25,7.93,1.65
2004-07-29,27.7,17.6,30.8,19.0,0.00,0.00,9.4,285,24.57,4.67
2004-07-30,28.4,19.5,33.1,22.2,2.90,0.00,14.2,182,18.46,3.77
2004-07-31,29.2,22.4,32.2,25.3,0.40,0.00,20.1,195,19.36,4.27
2004-08-01,26.6,22.8,31.3,27.0,11.70,0.00,14.0,209,9.29,1.97
2004-08-02,27.9,21.5,32.7,25.1,0.80,0.00,8.0,150,18.92,3.73
2004-08-03,28.0,21.8,34.0,25.8,0.50,0.00,9.3,180,18.26,3.53
2004-08-04,29.3,20.9,32.8,24.0,1.10,0.00,10.3,331,21.24,4.31
2004-08-05,24.3,18.9,27.9,18.6,6.40,0.00,19.9,6,16.11,3.51
2004-08-06,21.2,16.0,20.7,14.0,0.00,0.00,17.2,349,20.94,4.49
2004-08-07,20.4,13.6,18.6,12.4,0.20,0.00,13.5,314,17.29,3.52
2004-08-08,24.7,13.7,24.3,12.5,0.20,0.00,14.8,270,21.34,4.35
2004-08-09,27.3,15.6,27.9,15.8,0.00,0.00,11.7,273,22.40,4.60
2004-08-10,27.5,16.5,28.7,17.0,0.00,0.00,16.6,200,21.15,4.59
2004-08-11,28.1,20.9,32.1,22.7,6.10,0.00,14.6,189,19.82,4.14
2004-08-12,25.8,20.2,29.0,22.9,6.80,0.00,17.3,153,15.18,2.93
2004-08-13,24.5,20.8,27.4,23.5,8.70,0.00,14.9,171,6.50,1.43
2004-08-14,25.1,18.5,28.2,20.3,4.00,0.00,10.4,276,14.92,2.89
2004-08-15,24.8,19.7,27.7,21.9,38.10,0.00,8.9,98,10.20,2.10
2004-08-16,22.5,18.3,25.9,20.8,15.00,0.00,8.1,111,8.49,1.61
2004-08-17,24.5,16.1,27.4,16.7,0.00,0.00,11.4,143,21.78,4.00
2004-08-18,25.2,17.9,28.1,19.6,2.20,0.00,11.4,185,15.53,2.93
2004-08-19,28.4,20.5,30.9,22.6,0.00,0.00,18.9,223,16.92,3.57
2004-08-20,31.0,21.5,34.9,24.9,0.10,0.00,13.7,216,20.82,4.47
2004-08-21,28.0,18.3,30.8,19.1,16.10,0.00,17.0,242,8.92,2.19
2004-08-22,23.1,14.9,25.3,13.8,0.00,0.00,14.5,354,24.88,4.46
2004-08-23,26.8,15.1,28.2,15.7,0.00,0.00,10.6,236,24.51,4.68
2004-08-24,24.1,18.9,26.4,20.4,0.00,0.00,14.1,42,18.49,3.54
2004-08-25,23.0,16.7,24.2,17.4,0.00,0.00,12.3,117,21.33,3.93
2004-08-26,23.7,16.1,24.9,16.7,0.00,0.00,11.0,133,14.31,2.86
2004-08-27,27.0,17.3,29.2,18.8,0.10,0.00,12.5,211,13.85,2.88
2004-08-28,30.9,20.4,35.1,22.4,0.70,0.00,12.5,231,20.03,4.18
2004-08-29,29.0,21.4,31.9,24.7,0.00,0.00,15.2,189,22.78,4.63
2004-08-30,27.0,22.1,30.6,26.0,12.90,0.00,13.9,136,14.48,2.79
2004-08-31,27.7,21.4,29.4,21.2,3.80,0.00,19.5,345,16.95,3.61
2004-09-01,26.4,17.1,26.4,17.2,0.00,0.00,14.2,324,19.38,4.25
2004-09-02,24.0,17.4,25.0,17.4,0.00,0.00,12.7,54,19.26,3.76
2004-09-03,25.1,17.7,27.0,19.3,0.00,0.00,10.5,166,17.59,3.38
2004-09-04,27.6,17.6,30.4,19.2,0.00,0.00,10.0,250,18.92,3.64
2004-09-05,21.6,17.4,24.4,15.7,0.10,0.00,17.3,82,12.01,2.66
2004-09-06,22.4,15.8,22.0,14.9,0.00,0.00,15.5,96,15.08,3.18
2004-09-07,26.5,19.3,28.9,20.7,0.10,0.00,9.7,92,15.12,3.06
2004-09-08,23.4,20.2,25.8,23.1,28.40,0.00,18.4,104,3.39,0.78
2004-09-09,25.9,21.0,27.9,21.5,4.30,0.00,26.3,171,6.67,1.74
2004-09-10,25.9,18.1,25.9,17.7,0.00,0.00,17.8,301,21.36,4.41
2004-09-11,21.8,16.2,22.3,16.4,0.00,0.00,10.7,51,13.44,2.60
2004-09-12,24.6,13.8,25.0,14.1,0.00,0.00,6.6,263,17.83,3.33
2004-09-13,27.5,16.5,28.7,17.4,0.00,0.00,11.8,336,19.20,3.93
2004-09-14,20.9,17.2,20.2,16.6,0.00,0.00,14.7,88,10.09,2.46
2004-09-15,22.5,14.8,22.6,14.6,1.50,0.00,11.7,97,12.74,2.48
2004-09-16,25.1,18.6,26.6,20.1,0.70,0.00,11.0,323,10.76,2.25
2004-09-17,24.6,18.2,27.5,19.6,1.40,0.00,11.4,170,8.20,1.71
2004-09-18,22.1,14.5,24.7,11.6,51.70,0.00,32.9,29,4.26,1.15
2004-09-19,17.5,10.9,14.4,7.2,0.00,0.00,22.3,2,20.51,3.74
2004-09-20,19.9,10.0,19.0,7.3,0.00,0.00,13.7,345,19.68,3.37
2004-09-21,25.1,12.4,25.4,11.3,0.00,0.00,10.7,311,18.83,3.61
2004-09-22,26.6,13.2,26.6,11.8,0.00,0.00,13.0,313,19.61,4.10
2004-09-23,26.1,17.6,27.2,17.0,0.00,0.00,12.7,357,16.10,3.43
2004-09-24,22.0,15.5,22.8,15.7,0.00,0.00,10.2,139,9.46,1.83
2004-09-25,24.0,13.6,24.0,13.8,0.00,0.00,11.5,224,16.03,2.96
2004-09-26,24.1,17.2,24.9,17.0,0.30,0.00,10.8,317,14.80,2.87
2004-09-27,23.1,14.5,23.7,14.8,0.00,0.00,10.6,106,12.60,2.45
2004-09-28,21.4,17.2,24.9,15.4,58.20,0.00,28.4,53,2.44,0.54
2004-09-29,18.8,15.6,17.5,13.8,49.20,0.00,33.9,21,9.66,1.86
2004-09-30,18.0,13.8,17.5,14.1,1.90,0.00,10.6,196,7.71,1.43
2004-10-01,20.9,10.6,21.0,9.3,0.00,0.00,10.7,310,18.23,2.97
2004-10-02,19.8,12.7,18.8,12.2,1.50,0.00,15.7,165,7.69,1.63
2004-10-03,18.1,11.8,18.5,9.1,0.00,0.00,17.3,9,18.05,2.97
2004-10-04,20.9,10.0,19.4,8.8,0.00,0.00,14.0,227,15.57,2.73
2004-10-05,14.9,10.7,12.2,6.8,0.00,0.00,18.2,357,17.85,3.08
2004-10-06,16.8,6.2,14.1,4.0,0.00,0.00,11.5,271,17.40,2.76
2004-10-07,21.8,8.1,21.3,6.4,0.00,0.00,9.9,249,16.83,2.84
2004-10-08,23.0,12.8,23.1,12.4,0.00,0.00,11.2,183,16.33,2.84
2004-10-09,21.1,11.4,20.3,10.8,0.00,0.00,12.3,200,13.08,2.32
2004-10-10,18.9,12.1,16.3,8.2,0.00,0.00,20.5,320,12.56,2.74
2004-10-11,14.8,9.8,10.8,6.3,0.00,0.00,23.2,344,13.69,2.83
2004-10-12,17.6,7.5,14.0,3.8,0.00,0.00,19.2,315,16.23,3.00
2004-10-13,19.5,6.7,17.8,4.4,0.10,0.00,10.2,272,14.64,2.45
2004-10-14,17.5,11.0,16.4,10.1,0.80,0.00,12.9,25,7.57,1.43
2004-10-15,18.1,12.3,17.4,11.9,10.10,0.00,19.0,143,6.57,1.21
2004-10-16,15.3,9.1,13.1,5.8,3.10,0.00,23.1,247,10.71,2.21
2004-10-17,12.2,6.8,7.5,2.8,0.00,0.00,27.1,252,10.27,2.43
2004-10-18,14.2,5.6,11.7,1.9,0.30,0.00,14.1,262,14.47,2.31
2004-10-19,11.7,9.6,9.2,6.7,16.30,0.00,19.5,48,1.21,0.56
2004-10-20,12.6,9.8,9.8,6.7,0.00,0.00,19.6,41,5.14,1.31
2004-10-21,12.3,8.6,9.9,5.7,1.30,0.00,13.6,32,6.45,1.37
2004-10-22,12.3,7.4,8.5,4.5,0.20,0.00,19.0,32,9.11,1.65
2004-10-23,11.7,5.9,8.6,2.5,0.00,0.00,15.3,32,10.97,1.78
2004-10-24,11.3,6.8,8.8,3.9,0.00,0.00,11.5,14,5.76,1.13
2004-10-25,12.7,7.3,11.1,5.2,0.00,0.00,8.0,12,6.36,1.06
2004-10-26,15.8,8.7,13.5,6.4,0.00,0.00,13.7,352,12.41,1.92
2004-10-27,16.1,7.4,13.5,5.0,0.00,0.00,13.0,358,11.72,1.89
2004-10-28,12.2,5.9,9.6,3.0,0.00,0.00,13.6,40,13.85,1.97
2004-10-29,14.5,5.3,12.9,3.0,0.90,0.00,10.0,215,7.13,1.17
2004-10-30,17.2,11.1,17.2,10.5,0.00,0.00,12.5,181,3.22,0.63
2004-10-31,21.1,14.2,18.3,12.0,0.20,0.00,21.1,255,12.34,2.57
2004-11-01,15.2,7.9,11.5,5.5,0.00,0.00,20.5,305,12.70,2.43
2004-11-02,14.1,6.3,12.6,3.8,0.00,0.00,13.2,126,7.33,1.28
2004-11-03,14.5,7.1,14.3,3.1,0.30,0.00,26.3,317,12.49,2.29
2004-11-04,10.5,2.3,10.1,-1.4,19.90,0.00,14.8,85,5.22,0.97
2004-11-05,12.0,6.8,8.4,1.8,0.10,0.00,36.4,280,11.65,2.63
2004-11-06,13.7,5.1,9.0,0.1,0.00,0.00,22.6,239,11.91,2.53
2004-11-07,18.3,5.1,15.6,2.4,0.00,0.00,16.4,227,11.65,2.17
2004-11-08,11.5,3.4,8.6,-0.1,0.20,0.00,22.7,313,9.83,2.25
2004-11-09,5.3,-0.2,-0.3,-4.3,0.00,0.00,17.2,326,10.35,1.58
2004-11-10,5.6,-2.6,1.4,-6.6,0.00,0.00,13.9,190,11.44,1.40
2004-11-11,12.9,3.0,10.0,-1.4,0.00,0.00,15.6,222,10.16,1.54
2004-11-12,6.0,3.0,2.5,-1.5,19.30,0.00,19.2,23,1.09,0.41
2004-11-13,6.1,0.4,-0.2,-5.0,9.90,1.26,23.3,0,11.36,1.59
2004-11-14,8.6,-1.5,4.2,-6.8,0.00,0.00,16.9,326,11.17,1.81
2004-11-15,13.3,0.7,10.5,-3.0,0.00,0.00,14.3,305,11.14,1.75
2004-11-16,12.9,0.9,10.1,-2.9,0.00,0.00,12.0,316,10.82,1.59
2004-11-17,12.2,0.6,10.3,-2.8,0.00,0.00,8.4,317,10.40,1.35
2004-11-18,11.4,2.5,9.8,-0.4,0.00,0.00,8.6,251,2.89,0.53
2004-11-19,15.9,8.2,15.2,6.5,0.00,0.00,8.8,324,7.55,1.16
2004-11-20,9.0,7.5,7.7,5.0,6.50,0.00,10.4,58,1.50,0.52
2004-11-21,12.3,9.1,11.8,7.8,2.60,0.00,6.6,44,2.95,0.50
2004-11-22,11.9,6.8,10.5,5.1,3.00,0.00,6.1,253,3.43,0.56
2004-11-23,11.2,6.3,9.8,4.0,0.00,0.00,7.4,81,3.69,0.61
2004-11-24,14.3,8.4,12.5,6.8,4.60,0.00,20.9,125,1.26,0.34
2004-11-25,16.4,3.7,16.0,-2.7,5.90,0.00,26.6,244,3.03,0.99
2004-11-26,6.5,0.3,1.7,-4.5,0.00,0.00,23.6,279,9.21,1.63
2004-11-27,10.1,0.3,5.5,-3.1,0.00,0.00,19.6,148,8.76,1.41
2004-11-28,13.2,7.1,13.1,1.2,26.60,0.00,35.5,125,1.02,0.90
2004-11-29,9.4,2.5,5.1,-1.1,0.00,0.00,20.9,321,9.53,1.57
2004-11-30,8.8,-0.0,5.9,-3.2,0.00,0.00,7.6,75,7.64,0.95
2004-12-01,11.4,5.9,7.3,0.4,25.60,0.00,36.1,236,2.70,1.27
2004-12-02,7.5,0.7,3.2,-2.7,0.00,0.00,20.5,260,7.42,1.41
2004-12-03,7.5,-0.6,2.1,-3.7,0.00,0.00,23.1,283,8.94,1.27
2004-12-04,4.7,-2.7,0.1,-6.5,0.00,0.00,18.2,228,9.45,1.18
2004-12-05,11.2,2.3,7.4,-2.0,0.00,0.00,18.5,271,8.91,1.51
2004-12-06,6.9,0.1,3.7,-4.3,4.40,0.00,18.8,53,1.70,0.49
2004-12-07,12.6,5.5,12.8,2.0,10.00,0.00,18.2,61,0.46,0.18
2004-12-08,13.4,5.2,13.7,1.6,0.00,0.00,23.6,275,7.84,1.46
2004-12-09,7.9,2.2,4.9,-0.8,5.70,0.00,14.5,73,5.15,0.78
2004-12-10,7.8,6.8,5.1,3.4,20.90,0.00,20.9,64,0.79,0.24
2004-12-11,10.7,4.8,9.1,1.0,1.20,0.00,15.7,249,3.55,0.57
2004-12-12,6.7,3.0,2.2,-0.9,0.00,0.00,19.0,260,6.13,1.22
2004-12-13,7.5,2.1,3.1,-3.4,0.70,0.00,22.7,250,7.88,1.58
2004-12-14,2.2,-2.8,-3.8,-8.8,0.00,0.00,20.0,301,8.83,1.48
2004-12-15,-0.0,-4.8,-5.4,-10.9,0.00,0.00,18.9,322,9.15,1.25
2004-12-16,4.3,-4.2,-0.7,-8.7,0.00,0.00,15.4,230,9.03,1.10
2004-12-17,6.0,-3.2,0.5,-7.1,0.00,0.00,20.2,269,8.69,1.37
2004-12-18,6.7,-4.1,3.1,-8.2,0.00,0.00,10.4,80,7.69,0.87
2004-12-19,6.7,-1.2,3.9,-7.3,3.00,0.63,25.1,347,4.47,0.51
2004-12-20,-3.0,-10.8,-9.6,-18.5,1.00,0.84,29.7,322,8.99,1.12
2004-12-21,1.7,-10.8,-2.9,-17.0,0.00,0.00,16.6,235,8.04,1.04
2004-12-22,8.8,-3.9,6.2,-8.1,0.00,0.00,11.9,173,8.24,0.95
2004-12-23,13.4,2.6,11.8,-1.0,23.20,0.00,37.2,176,2.11,0.52
2004-12-24,3.5,-4.0,-1.6,-7.9,0.00,0.00,20.9,316,7.21,1.23
2004-12-25,-0.5,-5.2,-4.5,-10.2,0.00,0.00,12.4,347,9.11,0.97
2004-12-26,-0.3,-5.0,-5.6,-10.2,2.10,1.54,18.7,10,2.78,0.73
2004-12-27,-2.6,-8.6,-8.2,-14.3,2.20,1.68,25.6,323,8.42,1.12
2004-12-28,-1.7,-9.1,-6.9,-14.3,0.00,0.00,15.8,246,8.03,1.02
2004-12-29,6.7,-2.8,3.2,-8.5,0.00,0.00,16.1,238,5.46,1.06
2004-12-30,6.1,-2.3,3.4,-6.1,0.00,0.00,8.9,41,8.50,0.86
2004-12-31,10.0,-0.9,6.7,-4.7,0.20,0.00,15.3,191,4.85,0.73
2005-01-01,13.2,1.1,10.5,-2.9,0.00,0.00,15.8,277,8.12,1.26
2005-01-02,6.4,-1.5,3.3,-5.4,0.00,0.00,13.7,87,6.22,0.84
2005-01-03,12.2,6.2,11.6,3.5,4.40,0.00,10.5,222,3.19,0.49
2005-01-04,8.9,2.6,7.7,-0.0,5.90,0.00,13.1,13,3.26,0.46
2005-01-05,3.2,0.7,0.3,-2.8,11.50,1.96,11.6,17,1.08,0.22
2005-01-06,3.9,0.5,0.9,-4.1,13.10,3.01,19.3,51,0.95,0.20
2005-01-07,4.2,-0.2,1.6,-4.9,0.00,0.00,20.1,287,7.38,1.03
2005-01-08,4.6,0.1,2.4,-4.4,9.70,0.00,16.0,21,0.68,0.21
2005-01-09,2.7,-3.3,-0.5,-7.1,0.00,0.00,13.4,18,7.93,0.79
2005-01-10,8.1,0.2,3.6,-3.4,0.00,0.00,17.5,241,6.23,0.93
2005-01-11,2.4,-1.8,-0.5,-5.5,5.70,1.96,15.0,48,2.93,0.47
2005-01-12,5.7,1.9,2.8,-2.4,3.60,0.63,16.5,58,2.19,0.32
2005-01-13,15.0,3.3,14.4,0.8,0.00,0.00,23.6,160,4.22,0.64
2005-01-14,15.6,1.3,14.3,-3.4,25.40,1.19,31.9,270,1.07,0.57
2005-01-15,0.9,-3.8,-4.0,-8.3,0.00,0.00,13.2,345,7.94,1.10
2005-01-16,-0.4,-4.1,-6.0,-8.3,0.00,0.00,16.0,25,5.07,1.01
2005-01-17,-1.2,-7.1,-8.1,-13.7,0.60,0.56,23.5,323,9.59,1.35
2005-01-18,-7.4,-11.4,-14.2,-18.0,0.00,0.00,26.7,321,10.83,1.18
2005-01-19,-3.5,-12.2,-9.1,-17.0,1.20,0.91,18.1,207,4.97,0.70
2005-01-20,-0.9,-7.7,-7.1,-13.4,0.00,0.07,20.7,293,10.09,1.15
2005-01-21,-7.6,-12.9,-14.0,-19.0,0.00,0.00,17.1,337,11.85,1.05
2005-01-22,0.8,-14.5,-3.7,-19.5,22.20,14.98,21.7,52,3.14,0.42
2005-01-23,0.5,-14.7,-5.1,-21.9,10.40,7.07,32.5,348,9.28,0.73
2005-01-24,-7.2,-18.7,-12.4,-23.8,0.00,0.00,22.0,281,11.55,0.68
2005-01-25,-1.5,-11.8,-5.9,-17.3,0.00,0.00,15.1,273,11.96,0.83
2005-01-26,1.3,-6.2,-2.1,-12.5,5.70,4.06,21.6,9,6.14,0.68
2005-01-27,-7.4,-16.6,-13.9,-22.4,0.00,0.00,22.6,350,13.05,0.71
2005-01-28,-7.7,-20.7,-12.4,-26.3,0.00,0.00,13.9,341,12.87,0.62
2005-01-29,-3.3,-16.8,-7.5,-21.9,0.00,0.00,9.8,270,11.92,0.83
2005-01-30,1.4,-8.9,-2.6,-13.6,0.30,0.28,18.5,340,8.16,0.80
2005-01-31,-1.3,-8.5,-5.2,-13.9,0.00,0.00,17.1,12,13.18,0.94
2005-02-01,1.0,-12.6,-2.3,-17.6,0.00,0.00,10.5,337,13.16,1.09
2005-02-02,0.8,-13.2,-2.7,-18.5,0.00,0.00,13.4,19,13.50,1.03
2005-02-03,2.4,-10.3,-0.5,-15.1,1.10,0.07,11.9,28,11.80,0.95
2005-02-04,4.1,-0.3,0.7,-5.1,4.40,3.15,16.9,7,7.04,0.79
2005-02-05,6.1,-2.3,2.6,-7.2,0.00,0.00,14.8,358,13.26,1.47
2005-02-06,5.4,-5.2,2.6,-9.8,0.00,0.00,12.3,43,13.43,1.31
2005-02-07,7.2,-4.1,4.2,-8.2,0.00,0.00,10.2,74,13.47,1.41
2005-02-08,6.9,-1.2,4.0,-4.8,0.00,0.00,10.0,233,8.86,1.02
2005-02-09,10.1,1.4,8.3,-1.8,2.50,0.00,10.7,288,6.49,0.82
2005-02-10,5.2,-2.2,3.4,-8.6,6.90,0.00,24.0,307,6.84,0.93
2005-02-11,2.9,-3.5,-4.2,-10.3,0.00,0.00,26.6,303,14.74,1.96
2005-02-12,4.6,-5.0,-0.2,-10.5,0.00,0.00,21.4,271,9.51,1.41
2005-02-13,3.6,-3.1,-1.0,-7.7,0.00,0.00,17.2,313,14.59,1.55
2005-02-14,7.1,-3.9,2.2,-8.2,13.20,0.00,27.0,127,4.45,0.71
2005-02-15,12.1,3.6,9.8,0.2,10.20,0.00,26.5,236,12.42,1.62
2005-02-16,14.2,0.6,11.9,-4.3,4.30,0.00,24.7,237,9.63,1.34
2005-02-17,4.6,-3.9,-1.3,-7.9,0.00,0.00,18.7,290,10.53,1.53
2005-02-18,-0.8,-6.0,-5.8,-12.8,0.20,0.14,28.3,302,13.86,1.78
2005-02-19,-0.1,-9.0,-6.0,-14.9,0.00,0.00,19.9,298,16.22,1.69
2005-02-20,2.0,-5.8,-2.0,-10.2,0.50,0.35,12.7,265,14.16,1.60
2005-02-21,3.6,-2.0,0.4,-6.9,10.60,7.28,17.8,77,4.92,0.59
2005-02-22,5.2,-2.1,2.0,-5.9,0.10,0.00,11.1,336,12.38,1.23
2005-02-23,2.4,-5.6,-3.1,-10.2,1.20,0.91,20.0,299,16.30,1.45
